113,44370860927152
204,73333333333332
252,7
274,1666666666667
317,8666666666667
313,2119205298013
347,0134228187919
369,63576158940396
398,7748344370861
399,8344370860927
365,2
379,53333333333336
378,0132450331126
404,1275167785235
376,6333333333333
417,0
429,496644295302
445,76666666666665
395,06666666666666
473,0536912751678
499,63576158940396
496,3245033112583
470,56666666666666
490,503355704698
445,9933774834437
536,8211920529801
505,43333333333334
490,13422818791946
483,8333333333333
474,3666666666667
415,06666666666666
511,0
433,8666666666667
521,4569536423841
579,3333333333334
506,1920529801325
503,8666666666667
482,0198675496689
547,9333333333333
533,1666666666666
538,0463576158941
592,9
620,1333333333333
687,0333333333333
581,1333333333333
606,9333333333333
646,8
754,1333333333333
647,1523178807947
668,8333333333334
607,4
774,2
647,5666666666667
634,3
608,7333333333333
815,1986754966888
723,2333333333333
586,0333333333333
626,3087248322148
732,8666666666667
615,6333333333333
649,8333333333334
673,1
655,2348993288591
665,3020134228188
714,1275167785235
779,9333333333333
629,4666666666667
719,3959731543624
718,2885906040268
589,3
624,8344370860927
648,1543624161073
746,2
691,0666666666667
584,0268456375838
618,7333333333333
660,3973509933775
617,0333333333333
669,6333333333333
686,5
650,1
613,0794701986755
740,4697986577181
630,2980132450331
654,3666666666667
659,8344370860927
755,1
717,7483443708609
828,4
760,503355704698
598,6666666666666
756,6666666666666
728,6
581,0
720,5369127516778
716,7218543046357
711,510067114094
692,9470198675497
739,9006622516556
641,5333333333333
742,9333333333333
724,1
719,0604026845638
876,3666666666667
740,1666666666666
592,7333333333333
686,4765100671141
674,8333333333334
703,255033557047
679,3377483443709
757,1333333333333
645,2980132450331
614,0333333333333
696,4
664,9333333333333
640,3
630,4666666666667
692,8859060402684
632,3825503355705
660,8666666666667
684,5333333333333
641,1666666666666
593,476821192053
692,5666666666667
642,3509933774834
680,7666666666667
791,9
570,6333333333333
719,4370860927153
627,5838926174497
729,4666666666667
665,7432432432432
765,2666666666667
671,5
793,8333333333334
803,7666666666667
778,2781456953643
804,0604026845638
765,0333333333333
803,4333333333333
749,2
898,4105960264901
665,8389261744967
759,1
858,5761589403974
748,9333333333333
738,7666666666667
751,6666666666666
730,3333333333334
831,1666666666666
634,1275167785235
701,4
739,933774834437
781,7333333333333
725,2348993288591
754,9
822,248322147651
786,1409395973154
723,4666666666667
676,8211920529801
680,8333333333334
699,9333333333333
694,9333333333333
719,9333333333333
666,1666666666666
709,1610738255033
641,4666666666667
780,6375838926175
780,4333333333333
635,6622516556291
803,1
741,006711409396
756,6666666666666
652,1140939597316
771,0333333333333
885,0666666666667
757,3489932885906
893,3666666666667
851,0596026490066
862,4
860,4666666666667
794,6
741,8
694,6979865771812
697,7
699,6644295302013
661,6333333333333
762,3
764,6666666666666
771,8333333333334
777,6
707,1333333333333
884,5033112582781
808,2333333333333
907,8666666666667
897,3
857,1140939597316
909,9333333333333
841,7218543046357
