1,7000000000000002 1,5773333333333335
8,780000000000001 1,6258666666666668
19,19 2,0221333333333322
27,22 3,175866666666669
20,78 6,266666666666663
27,340000000000003 7,575266666666668
27,72 6,832384105960266
24,340000000000003 7,330866666666669
23,4 7,362781456953644
25,28 9,639867549668876
157,50000000000074 10,741589403973508
146,9200000000006 19,116066666666683
157,56000000000063 25,275629139072883
145,55000000000058 22,490662251655667
136,05000000000047 20,403289473684232
177,44000000000088 24,94620000000003
99,88000000000022 18,584437086092723
180,74000000000083 23,634866666666692
165,78000000000068 22,65671140939599
167,3700000000007 28,31344594594598
249,51000000000136 34,89539473684217
156,1100000000007 30,811381578947422
170,76000000000082 30,198741721854347
192,14000000000095 34,32843137254906
168,78000000000077 39,9525324675325
189,83000000000092 36,75740000000002
164,23000000000067 38,65414473684215
186,81000000000074 43,653733333333406
175,69000000000085 36,07941558441564
187,7900000000009 40,38092105263163
179,6100000000009 37,91596153846158
151,97000000000074 34,75526315789477
172,6400000000008 39,8716883116884
173,26000000000073 37,68960264900665
141,86000000000058 37,69455696202535
195,2400000000009 44,48164473684217
148,98000000000064 41,17545454545457
141,5600000000006 35,36160000000004
176,22000000000082 38,751210191082826
159,36000000000075 37,125454545454595
201,060000000001 45,06565789473689
182,30000000000092 44,314177215189915
192,78000000000097 44,05228758169942
159,88000000000062 41,92052287581705
172,04000000000073 39,38373417721525
189,43000000000083 42,46078431372555
160,69000000000068 46,00165605095551
194,8500000000009 44,7244516129033
156,3200000000007 41,51241830065364
201,57000000000104 42,01038216560515
196,7600000000009 49,14746666666675
165,66000000000074 38,94108280254781
173,04000000000082 47,52370860927161
194,91000000000096 42,397295597484295
144,53000000000057 43,14089743589749
193,23000000000104 46,29372549019614
172,0000000000008 45,05162500000007
189,29000000000093 49,866447368421156
201,94000000000096 46,818000000000055
162,92000000000073 46,90574193548395
182,04000000000082 46,909320987654404
196,53000000000102 46,472000000000065
156,0200000000006 40,703913043478295
226,09000000000114 44,238223684210595
162,9500000000007 43,995225806451664
164,75000000000063 41,75921568627455
199,360000000001 42,85370129870135
170,85000000000082 46,36730263157899
183,82000000000082 45,263885350318546
169,36000000000084 47,12532894736851
159,95000000000059 45,228874172185485
164,8600000000007 45,725723270440334
176,17000000000084 43,785751633987005
165,3700000000008 43,85006666666673
177,63000000000088 40,059810126582335
150,09000000000057 50,239342105263255
179,7300000000009 42,54120000000005
170,52000000000078 45,815786163522084
173,7000000000008 40,37366013071902
148,4800000000006 38,83626582278487
184,80000000000067 40,50705128205134
167,96000000000078 40,126100628930864
164,8300000000007 40,68263157894744
201,62000000000108 40,349872611465
174,88000000000082 41,397171052631634
234,5500000000013 43,24820512820522
143,02000000000058 40,51360759493672
191,14000000000095 42,178280254777164
171,46000000000078 43,35993333333342
159,7400000000007 44,748701298701334
188,33000000000092 47,6842675159236
205,44000000000108 49,15777070063701
180,6500000000009 48,26350649350656
169,03000000000083 45,001948051948105
197,32000000000102 49,96400000000009
175,06000000000085 42,4074834437087
143,63000000000065 40,91052287581705
185,91000000000088 45,02718120805373
182,34000000000077 46,42177631578956
173,69000000000082 47,25217105263166
