1,75 1,5933333333333322
16,25 1,706666666666666
17,86 2,132466666666667
17,01 4,976666666666668
24,360000000000003 7,0287999999999995
17,050000000000004 7,485866666666667
17,29 8,709533333333333
17,17 8,74193333333333
17,23 9,220199999999995
17,160000000000004 9,249599999999996
17,32 10,240666666666671
18,830000000000002 9,887933333333336
19,370000000000005 7,824362416107384
19,63 9,225503355704697
23,44 9,108657718120803
23,220000000000006 10,272818791946312
23,6 10,65080536912752
19,310000000000002 10,771275167785236
23,25 11,3672
43,19999999999999 11,350794701986748
17,14 11,515657894736847
17,160000000000004 11,498066666666666
17,19 11,072091503267973
17,160000000000004 11,91438356164384
23,710000000000004 12,098807947019871
21,060000000000002 12,189933333333327
19,69 12,267565789473686
17,36 11,954267515923569
17,160000000000004 12,115324675324679
17,310000000000002 12,050268456375834
17,32 11,388766233766233
19,280000000000005 11,496942675159232
18,62 11,387290322580641
17,14 12,27255033557047
17,19 12,136333333333335
17,32 12,87783439490446
17,42 12,181987577639758
17,200000000000003 12,18211538461538
17,160000000000004 12,434458598726115
17,26 13,213105590062113
17,240000000000002 11,95101265822785
17,270000000000003 12,737364864864857
21,16 11,629757575757576
17,150000000000002 12,3748
20,810000000000002 12,684503311258283
19,290000000000003 11,746196319018406
17,470000000000002 12,561097560975607
27,41 12,682049689440994
17,300000000000004 12,737329192546584
17,32 13,321666666666673
17,42 12,215759493670879
18,610000000000003 13,080128205128206
20,97 13,257961783439491
17,21 12,781566265060237
17,410000000000004 12,648220858895705
17,18 13,136496815286627
17,310000000000002 13,388867924528299
17,17 13,478157894736848
17,14 13,277962962962958
17,270000000000003 13,260580645161296
17,360000000000003 13,01414634146341
17,200000000000003 13,251910828025482
17,220000000000002 13,01858024691358
17,19 13,279451219512197
17,25 13,122875816993469
17,310000000000002 13,176666666666664
21,5 13,539337349397586
17,18 13,375786163522013
17,21 12,994303030303035
17,25 13,312987012987012
17,150000000000002 13,078000000000003
24,810000000000002 12,894876543209875
17,200000000000003 12,692822085889569
17,19 13,010324675324679
17,18 13,23318181818182
17,44 12,630562500000005
17,220000000000002 11,763594771241838
17,19 11,339685534591199
17,18 12,53416666666667
20,410000000000004 11,97905660377358
22,95 12,049807692307693
17,520000000000003 11,154740259740256
17,28 11,656666666666666
40,57999999999997 12,324779874213839
34,57 12,043607594936711
49,91999999999993 12,268924050632906
51,439999999999934 12,788181818181817
53,75999999999991 12,218600000000002
172,10000000000073 14,197625000000007
110,9500000000002 13,61166666666667
195,99000000000086 14,357628205128208
142,5900000000005 13,945652173913043
126,38000000000045 14,588012422360253
211,17000000000104 15,904630872483237
126,44000000000038 14,532352941176478
147,48000000000053 15,30038961038962
113,90000000000032 15,63509316770187
118,18000000000033 14,573062500000006
160,01000000000104 15,304516129032264
133,97000000000034 14,46257668711657
