1,7269999999999999 1,6493466666666656
1,8200000000000003 1,6872933333333329
1,8200000000000003 1,6753199999999966
1,729 1,6671200000000015
1,774 1,662966666666668
1,7760000000000002 1,654893333333334
1,8160000000000003 1,6623466666666689
1,834 1,6638266666666652
1,8720000000000003 1,6612953020134216
1,8570000000000002 1,640106666666666
1,8650000000000002 1,6497152317880803
1,87 1,6759866666666687
1,814 1,6579933774834459
1,774 1,6444899328859048
1,766 1,6416423841059626
1,8200000000000003 1,6572715231788089
1,822 1,6353399999999996
1,8030000000000004 1,6501290322580646
1,879 1,6491419354838703
1,7730000000000001 1,6774771241830035
1,8550000000000004 1,6636842105263159
1,8720000000000003 1,6616282051282043
1,775 1,6635283018867926
1,8190000000000004 1,6596807228915655
1,774 1,671148148148148
1,8150000000000004 1,646158823529412
1,7650000000000001 1,654726744186045
1,7400000000000002 1,655719745222929
1,774 1,6664999999999985
1,7770000000000001 1,6569060402684568
1,778 1,655346938775509
1,8710000000000004 1,656299319727892
1,786 1,68604081632653
1,8650000000000002 1,653585034013607
1,827 1,6533749999999998
1,835 1,6768888888888895
1,8200000000000003 1,6698333333333342
1,8330000000000002 1,6582847222222195
1,8330000000000002 1,6409130434782597
1,9090000000000003 1,6713703703703682
1,8710000000000004 1,6531515151515157
1,7810000000000001 1,668925675675674
1,775 1,6742432432432441
1,7880000000000003 1,6701448275862067
1,8280000000000003 1,6878967741935484
1,7800000000000002 1,670012738853505
1,7770000000000001 1,671331168831168
1,7810000000000001 1,6888300653594772
1,79 1,663322784810127
1,7690000000000001 1,668097402597403
